inject newline, token type, column, length, enclosing rule, earliest ancestor rule, earliest ancestor length, prev token type, prev token column, prev token last char index
0, 58, 33, 1, 87, -1, 0, 56, 29, 32
0, 63, 34, 1, 70, -1, 0, 58, 33, 33
1, 100, 2, 4, 88, 67, 27, 63, 34, 34
0, 65, 6, 1, 87, -1, 0, 100, 2, 5
0, 100, 7, 13, 87, -1, 0, 65, 6, 6
0, 66, 21, 1, 87, -1, 0, 100, 7, 19
0, 53, 23, 5, 51, 87, 5, 66, 21, 21
0, 63, 28, 1, 70, -1, 0, 53, 23, 27
1, 100, 2, 4, 88, 67, 25, 63, 28, 28
0, 65, 6, 1, 87, -1, 0, 100, 2, 5
0, 100, 7, 4, 87, -1, 0, 65, 6, 6
0, 66, 12, 1, 87, -1, 0, 100, 7, 10
0, 100, 14, 12, 88, 87, 12, 66, 12, 12
0, 63, 26, 1, 70, -1, 0, 100, 14, 25
1, 100, 2, 4, 88, 67, 68, 63, 26, 26
0, 65, 6, 1, 87, -1, 0, 100, 2, 5
0, 100, 7, 32, 87, -1, 0, 65, 6, 6
0, 57, 39, 1, 87, -1, 0, 100, 7, 38
0, 100, 40, 28, 88, 84, 28, 57, 39, 39
0, 58, 68, 1, 87, -1, 0, 100, 40, 67
0, 63, 69, 1, 70, -1, 0, 58, 68, 68
1, 60, 4, 1, 66, -1, 0, 63, 69, 69
1, 35, 1, 6, 5, 19, 492, 60, 4, 4
0, 100, 8, 2, 23, 20, 485, 35, 1, 6
0, 57, 10, 1, 44, 44, 10, 100, 8, 9
0, 100, 11, 2, 39, 45, 8, 57, 10, 10
0, 100, 14, 5, 34, 34, 5, 100, 11, 12
0, 58, 19, 1, 44, -1, 0, 100, 14, 18
0, 59, 21, 1, 66, 49, 472, 58, 19, 19
1, 43, 2, 4, 88, 67, 23, 59, 21, 21
0, 65, 6, 1, 87, -1, 0, 43, 2, 5
0, 100, 7, 4, 87, -1, 0, 65, 6, 6
0, 66, 12, 1, 87, -1, 0, 100, 7, 10
0, 100, 14, 5, 88, 87, 10, 66, 12, 12
0, 65, 19, 1, 87, -1, 0, 100, 14, 18
0, 100, 20, 4, 87, -1, 0, 65, 19, 19
0, 63, 24, 1, 70, -1, 0, 100, 20, 23
1, 22, 2, 2, 70, 67, 365, 63, 24, 24
0, 57, 5, 1, 83, 83, 22, 22, 2, 3
0, 100, 7, 5, 88, 87, 18, 57, 5, 5
0, 65, 12, 1, 87, -1, 0, 100, 7, 11
0, 100, 13, 6, 87, -1, 0, 65, 12, 12
0, 76, 19, 2, 87, -1, 0, 100, 13, 18
0, 56, 21, 4, 51, 87, 4, 76, 19, 20
0, 58, 26, 1, 83, -1, 0, 56, 21, 24
0, 59, 28, 1, 66, 70, 199, 58, 26, 26
1, 43, 3, 4, 88, 67, 46, 59, 28, 28
0, 65, 7, 1, 87, -1, 0, 43, 3, 6
0, 100, 8, 6, 87, -1, 0, 65, 7, 7
0, 66, 15, 1, 87, -1, 0, 100, 8, 13
0, 31, 17, 3, 87, 87, 31, 66, 15, 15
0, 100, 21, 6, 90, 89, 27, 31, 17, 19
0, 61, 27, 1, 92, 92, 21, 100, 21, 26
0, 100, 28, 5, 88, 87, 19, 61, 27, 27
0, 65, 33, 1, 87, -1, 0, 100, 28, 32
0, 100, 34, 6, 87, -1, 0, 65, 33, 33
0, 65, 40, 1, 87, -1, 0, 100, 34, 39
0, 100, 41, 6, 87, -1, 0, 65, 40, 40
0, 62, 47, 1, 92, -1, 0, 100, 41, 46
0, 63, 48, 1, 70, -1, 0, 62, 47, 47
1, 100, 3, 6, 88, 67, 71, 63, 48, 48
0, 65, 9, 1, 87, -1, 0, 100, 3, 8
0, 100, 10, 9, 87, -1, 0, 65, 9, 9
0, 57, 19, 1, 87, -1, 0, 100, 10, 18
0, 100, 20, 5, 88, 84, 52, 57, 19, 19
0, 65, 25, 1, 87, -1, 0, 100, 20, 24
0, 100, 26, 6, 87, -1, 0, 65, 25, 25
0, 64, 32, 1, 84, -1, 0, 100, 26, 31
0, 51, 34, 1, 51, 87, 1, 64, 32, 32
0, 64, 35, 1, 84, -1, 0, 51, 34, 34
0, 43, 37, 4, 88, 87, 11, 64, 35, 35
0, 65, 41, 1, 87, -1, 0, 43, 37, 40
0, 100, 42, 6, 87, -1, 0, 65, 41, 41
0, 64, 48, 1, 84, -1, 0, 100, 42, 47
0, 51, 50, 1, 51, 87, 1, 64, 48, 48
0, 64, 51, 1, 84, -1, 0, 51, 50, 50
0, 100, 53, 5, 88, 87, 19, 64, 51, 51
0, 65, 58, 1, 87, -1, 0, 100, 53, 57
0, 100, 59, 6, 87, -1, 0, 65, 58, 58
0, 65, 65, 1, 87, -1, 0, 100, 59, 64
0, 100, 66, 6, 87, -1, 0, 65, 65, 65
0, 58, 72, 1, 87, -1, 0, 100, 66, 71
0, 63, 73, 1, 70, -1, 0, 58, 72, 72
1, 60, 2, 1, 66, -1, 0, 63, 73, 73
1, 15, 2, 4, 70, -1, 0, 60, 2, 2
0, 22, 7, 2, 70, 70, 132, 15, 2, 5
0, 57, 10, 1, 83, 83, 65, 22, 7, 8
0, 100, 11, 4, 88, 87, 63, 57, 10, 10
0, 65, 15, 1, 87, -1, 0, 100, 11, 14
0, 100, 16, 15, 87, -1, 0, 65, 15, 15
0, 76, 32, 2, 87, -1, 0, 100, 16, 30
0, 56, 35, 4, 51, 87, 4, 76, 32, 33
0, 77, 40, 2, 87, -1, 0, 56, 35, 38
0, 69, 43, 1, 87, 87, 31, 77, 40, 41
0, 100, 44, 4, 88, 87, 30, 69, 43, 43
0, 65, 48, 1, 87, -1, 0, 100, 44, 47
0, 100, 49, 15, 87, -1, 0, 65, 48, 48
0, 65, 64, 1, 87, -1, 0, 100, 49, 63
0, 100, 65, 7, 87, -1, 0, 65, 64, 64
0, 57, 72, 1, 87, -1, 0, 100, 65, 71
0, 58, 73, 1, 87, -1, 0, 57, 72, 72
0, 58, 74, 1, 83, -1, 0, 58, 73, 73
0, 59, 76, 1, 66, 70, 63, 58, 74, 74
1, 43, 3, 4, 88, 67, 54, 59, 76, 76
0, 65, 7, 1, 87, -1, 0, 43, 3, 6
0, 100, 8, 6, 87, -1, 0, 65, 7, 7
0, 66, 15, 1, 87, -1, 0, 100, 8, 13
0, 31, 17, 3, 87, 87, 39, 66, 15, 15
0, 100, 21, 6, 90, 89, 35, 31, 17, 19
0, 61, 27, 1, 92, 92, 29, 100, 21, 26
0, 100, 28, 4, 88, 87, 27, 61, 27, 27
0, 65, 32, 1, 87, -1, 0, 100, 28, 31
0, 100, 33, 15, 87, -1, 0, 65, 32, 32
0, 65, 48, 1, 87, -1, 0, 100, 33, 47
0, 100, 49, 4, 87, -1, 0, 65, 48, 48
0, 57, 53, 1, 87, -1, 0, 100, 49, 52
0, 58, 54, 1, 87, -1, 0, 57, 53, 53
0, 62, 55, 1, 92, -1, 0, 58, 54, 54
0, 63, 56, 1, 70, -1, 0, 62, 55, 55
1, 60, 2, 1, 66, -1, 0, 63, 56, 56
1, 43, 2, 4, 88, 67, 71, 60, 2, 2
0, 65, 6, 1, 87, -1, 0, 43, 2, 5
0, 100, 7, 28, 87, -1, 0, 65, 6, 6
0, 66, 36, 1, 87, -1, 0, 100, 7, 34
0, 100, 38, 5, 88, 87, 34, 66, 36, 36
0, 65, 43, 1, 87, -1, 0, 100, 38, 42
0, 100, 44, 28, 87, -1, 0, 65, 43, 43
0, 63, 72, 1, 70, -1, 0, 100, 44, 71
1, 60, 1, 1, 66, -1, 0, 63, 72, 72
1, 35, 4, 6, 5, 19, 2299, 60, 1, 1
0, 42, 11, 12, 4, 4, 12, 35, 4, 9
0, 100, 24, 2, 39, 20, 2279, 42, 11, 22
0, 100, 27, 3, 21, -1, 0, 100, 24, 25
0, 57, 30, 1, 44, 44, 27, 100, 27, 29
0, 100, 31, 6, 39, 45, 25, 57, 30, 30
0, 100, 38, 4, 34, 34, 4, 100, 31, 36
0, 64, 42, 1, 45, -1, 0, 100, 38, 41
0, 100, 44, 6, 39, 46, 12, 64, 42, 42
0, 100, 51, 5, 34, 34, 5, 100, 44, 49
0, 58, 56, 1, 44, -1, 0, 100, 51, 55
0, 59, 58, 1, 66, 48, 2245, 58, 56, 56
1, 22, 2, 2, 70, 67, 81, 59, 58, 58
0, 57, 5, 1, 83, 83, 14, 22, 2, 3
0, 100, 7, 4, 88, 87, 10, 57, 5, 5
0, 73, 11, 2, 87, -1, 0, 100, 7, 10
0, 56, 13, 4, 51, 87, 4, 73, 11, 12
0, 58, 18, 1, 83, -1, 0, 56, 13, 16
0, 59, 20, 1, 66, 70, 63, 58, 18, 18
1, 44, 3, 5, 70, 67, 54, 59, 20, 20
0, 31, 9, 3, 87, 87, 47, 44, 3, 7
0, 100, 13, 20, 90, 89, 43, 31, 9, 11
0, 57, 33, 1, 100, 93, 23, 100, 13, 32
0, 55, 34, 21, 51, 84, 21, 57, 33, 33
0, 58, 55, 1, 100, -1, 0, 55, 34, 54
0, 63, 56, 1, 70, -1, 0, 58, 55, 55
1, 60, 2, 1, 66, -1, 0, 63, 56, 56
1, 22, 2, 2, 70, 67, 110, 60, 2, 2
0, 57, 5, 1, 83, 83, 24, 22, 2, 3
0, 100, 7, 4, 88, 87, 20, 57, 5, 5
0, 65, 11, 1, 87, -1, 0, 100, 7, 10
0, 100, 12, 7, 87, -1, 0, 65, 11, 11
0, 57, 19, 1, 87, -1, 0, 100, 12, 18
0, 54, 20, 3, 51, 84, 3, 57, 19, 19
0, 58, 23, 1, 87, -1, 0, 54, 20, 22
0, 75, 24, 2, 87, -1, 0, 58, 23, 23
0, 51, 26, 1, 51, 87, 1, 75, 24, 25
0, 58, 28, 1, 83, -1, 0, 51, 26, 26
0, 59, 30, 1, 66, 70, 82, 58, 28, 28
1, 44, 3, 5, 70, 67, 73, 59, 30, 30
0, 31, 9, 3, 87, 87, 66, 44, 3, 7
0, 100, 13, 24, 90, 89, 62, 31, 9, 11
0, 57, 37, 1, 100, 93, 38, 100, 13, 36
0, 55, 38, 36, 51, 84, 36, 57, 37, 37
0, 58, 74, 1, 100, -1, 0, 55, 38, 73
0, 63, 75, 1, 70, -1, 0, 58, 74, 74
1, 60, 2, 1, 66, -1, 0, 63, 75, 75
1, 22, 2, 2, 70, 67, 176, 60, 2, 2
0, 57, 5, 1, 83, 83, 31, 22, 2, 3
0, 100, 7, 7, 88, 87, 27, 57, 5, 5
0, 65, 14, 1, 87, -1, 0, 100, 7, 13
0, 100, 15, 19, 87, -1, 0, 65, 14, 14
0, 58, 35, 1, 83, -1, 0, 100, 15, 33
0, 59, 37, 1, 66, 70, 141, 58, 35, 35
1, 22, 3, 2, 70, 67, 57, 59, 37, 37
0, 57, 6, 1, 83, 83, 20, 22, 3, 4
0, 100, 8, 10, 88, 87, 16, 57, 6, 6
0, 73, 18, 2, 87, -1, 0, 100, 8, 17
0, 56, 20, 4, 51, 87, 4, 73, 18, 19
0, 58, 25, 1, 83, -1, 0, 56, 20, 23
0, 100, 27, 10, 88, 70, 33, 58, 25, 25
0, 66, 38, 1, 87, -1, 0, 100, 27, 36
0, 31, 40, 3, 87, 87, 19, 66, 38, 38
0, 100, 44, 2, 90, 89, 15, 31, 40, 42
0, 65, 46, 1, 90, -1, 0, 100, 44, 45
0, 100, 47, 10, 90, -1, 0, 65, 46, 46
0, 57, 57, 1, 100, 93, 2, 100, 47, 56
0, 58, 58, 1, 100, -1, 0, 57, 57, 57
0, 63, 59, 1, 70, -1, 0, 58, 58, 58
1, 100, 3, 10, 88, 67, 71, 63, 59, 59
0, 65, 13, 1, 87, -1, 0, 100, 3, 12
0, 100, 14, 13, 87, -1, 0, 65, 13, 13
0, 65, 27, 1, 87, -1, 0, 100, 14, 26
0, 100, 28, 3, 87, -1, 0, 65, 27, 27
0, 57, 31, 1, 87, -1, 0, 100, 28, 30
0, 100, 32, 4, 88, 84, 40, 57, 31, 31
0, 64, 36, 1, 84, -1, 0, 100, 32, 35
0, 31, 38, 3, 87, 87, 34, 64, 36, 36
0, 100, 42, 17, 90, 89, 30, 31, 38, 40
0, 57, 59, 1, 100, 93, 13, 100, 42, 58
0, 100, 60, 4, 88, 84, 11, 57, 59, 59
0, 64, 64, 1, 84, -1, 0, 100, 60, 63
0, 100, 66, 5, 88, 87, 5, 64, 64, 64
0, 58, 71, 1, 100, -1, 0, 100, 66, 70
0, 58, 72, 1, 87, -1, 0, 58, 71, 71
0, 63, 73, 1, 70, -1, 0, 58, 72, 72
1, 60, 2, 1, 66, -1, 0, 63, 73, 73
1, 100, 2, 14, 39, 67, 26, 60, 2, 2
0, 100, 17, 3, 34, 32, 10, 100, 2, 15
0, 66, 21, 1, 33, -1, 0, 100, 17, 19
0, 56, 23, 4, 51, 35, 4, 66, 21, 21
0, 63, 27, 1, 68, -1, 0, 56, 23, 26
1, 22, 2, 2, 70, 67, 848, 63, 27, 27
0, 57, 5, 1, 83, 83, 22, 22, 2, 3
0, 100, 7, 4, 88, 87, 18, 57, 5, 5
0, 65, 11, 1, 87, -1, 0, 100, 7, 10
0, 100, 12, 13, 87, -1, 0, 65, 11, 11
0, 58, 26, 1, 83, -1, 0, 100, 12, 24
0, 59, 28, 1, 66, 70, 175, 58, 26, 26
1, 22, 3, 2, 70, 67, 71, 59, 28, 28
0, 57, 6, 1, 83, 83, 30, 22, 3, 4
0, 100, 8, 4, 88, 87, 26, 57, 6, 6
0, 65, 12, 1, 87, -1, 0, 100, 8, 11
0, 100, 13, 15, 87, -1, 0, 65, 12, 12
0, 76, 28, 2, 87, -1, 0, 100, 13, 27
0, 56, 30, 4, 51, 87, 4, 76, 28, 29
0, 58, 35, 1, 83, -1, 0, 56, 30, 33
0, 100, 37, 3, 88, 70, 37, 58, 35, 35
0, 66, 41, 1, 87, -1, 0, 100, 37, 39
0, 100, 43, 4, 88, 87, 30, 66, 41, 41
0, 65, 47, 1, 87, -1, 0, 100, 43, 46
0, 100, 48, 15, 87, -1, 0, 65, 47, 47
0, 65, 63, 1, 87, -1, 0, 100, 48, 62
0, 100, 64, 3, 87, -1, 0, 65, 63, 63
0, 57, 67, 1, 87, -1, 0, 100, 64, 66
0, 100, 68, 4, 88, 84, 4, 57, 67, 67
0, 58, 72, 1, 87, -1, 0, 100, 68, 71
0, 63, 73, 1, 70, -1, 0, 58, 72, 72
1, 22, 3, 2, 70, 67, 91, 63, 73, 73
0, 57, 6, 1, 83, 83, 13, 22, 3, 4
0, 100, 8, 3, 88, 87, 9, 57, 6, 6
0, 73, 11, 2, 87, -1, 0, 100, 8, 10
0, 56, 13, 4, 51, 87, 4, 73, 11, 12
0, 58, 18, 1, 83, -1, 0, 56, 13, 16
0, 59, 20, 1, 66, 70, 74, 58, 18, 18
1, 44, 4, 5, 70, 67, 63, 59, 20, 20
0, 31, 10, 3, 87, 87, 56, 44, 4, 8
0, 100, 14, 24, 90, 89, 52, 31, 10, 12
0, 57, 38, 1, 100, 93, 28, 100, 14, 37
0, 55, 39, 21, 51, 84, 26, 57, 38, 38
0, 81, 60, 1, 87, -1, 0, 55, 39, 59
0, 100, 61, 4, 88, 87, 4, 81, 60, 60
0, 58, 65, 1, 100, -1, 0, 100, 61, 64
0, 63, 66, 1, 70, -1, 0, 58, 65, 65
1, 60, 3, 1, 66, -1, 0, 63, 66, 66
1, 60, 2, 1, 66, -1, 0, 60, 3, 3
1, 15, 2, 4, 70, -1, 0, 60, 2, 2
0, 59, 7, 1, 66, 70, 639, 15, 2, 5
1, 22, 3, 2, 70, 67, 82, 59, 7, 7
0, 57, 6, 1, 83, 83, 30, 22, 3, 4
0, 100, 8, 4, 88, 87, 26, 57, 6, 6
0, 65, 12, 1, 87, -1, 0, 100, 8, 11
0, 100, 13, 15, 87, -1, 0, 65, 12, 12
0, 76, 28, 2, 87, -1, 0, 100, 13, 27
0, 56, 30, 4, 51, 87, 4, 76, 28, 29
0, 58, 35, 1, 83, -1, 0, 56, 30, 33
0, 59, 37, 1, 66, 70, 48, 58, 35, 35
1, 100, 4, 3, 88, 67, 37, 59, 37, 37
0, 66, 8, 1, 87, -1, 0, 100, 4, 6
0, 100, 10, 4, 88, 87, 30, 66, 8, 8
0, 65, 14, 1, 87, -1, 0, 100, 10, 13
0, 100, 15, 15, 87, -1, 0, 65, 14, 14
0, 65, 30, 1, 87, -1, 0, 100, 15, 29
0, 100, 31, 3, 87, -1, 0, 65, 30, 30
0, 57, 34, 1, 87, -1, 0, 100, 31, 33
0, 100, 35, 4, 88, 84, 4, 57, 34, 34
0, 58, 39, 1, 87, -1, 0, 100, 35, 38
0, 63, 40, 1, 70, -1, 0, 58, 39, 39
1, 60, 3, 1, 66, -1, 0, 63, 40, 40
1, 22, 3, 2, 70, 67, 458, 60, 3, 3
0, 57, 6, 1, 83, 83, 13, 22, 3, 4
0, 100, 8, 3, 88, 87, 9, 57, 6, 6
0, 73, 11, 2, 87, -1, 0, 100, 8, 10
0, 56, 13, 4, 51, 87, 4, 73, 11, 12
0, 58, 18, 1, 83, -1, 0, 56, 13, 16
0, 59, 20, 1, 66, 70, 441, 58, 18, 18
1, 100, 4, 3, 88, 67, 31, 59, 20, 20
0, 66, 8, 1, 87, -1, 0, 100, 4, 6
0, 31, 10, 3, 87, 87, 24, 66, 8, 8
0, 100, 14, 14, 90, 89, 20, 31, 10, 12
0, 57, 28, 1, 100, 93, 6, 100, 14, 27
0, 100, 29, 4, 88, 84, 4, 57, 28, 28
0, 58, 33, 1, 100, -1, 0, 100, 29, 32
0, 63, 34, 1, 70, -1, 0, 58, 33, 33
1, 100, 4, 4, 88, 67, 17, 63, 34, 34
0, 65, 8, 1, 87, -1, 0, 100, 4, 7
0, 100, 9, 6, 87, -1, 0, 65, 8, 8
0, 57, 15, 1, 87, -1, 0, 100, 9, 14
0, 100, 16, 3, 88, 84, 3, 57, 15, 15
0, 58, 19, 1, 87, -1, 0, 100, 16, 18
0, 63, 20, 1, 70, -1, 0, 58, 19, 19
1, 22, 4, 2, 70, 67, 321, 63, 20, 20
0, 57, 7, 1, 83, 83, 16, 22, 4, 5
0, 100, 9, 6, 88, 87, 12, 57, 7, 7
0, 73, 15, 2, 87, -1, 0, 100, 9, 14
0, 56, 17, 4, 51, 87, 4, 73, 15, 16
0, 58, 22, 1, 83, -1, 0, 56, 17, 20
0, 100, 24, 6, 88, 70, 23, 58, 22, 22
0, 66, 31, 1, 87, -1, 0, 100, 24, 29
0, 31, 33, 3, 87, 87, 13, 66, 31, 31
0, 100, 37, 6, 90, 89, 9, 31, 33, 35
0, 61, 43, 1, 92, 92, 3, 100, 37, 42
0, 51, 44, 1, 51, 87, 1, 61, 43, 43
0, 62, 45, 1, 92, -1, 0, 51, 44, 44
0, 63, 46, 1, 70, -1, 0, 62, 45, 45
1, 15, 4, 4, 70, -1, 0, 63, 46, 46
0, 59, 9, 1, 66, 70, 196, 15, 4, 7
1, 100, 5, 6, 39, 67, 56, 59, 9, 9
0, 61, 11, 1, 38, -1, 0, 100, 5, 10
0, 62, 12, 1, 38, -1, 0, 61, 11, 11
0, 100, 14, 4, 34, 32, 46, 62, 12, 12
0, 66, 19, 1, 33, -1, 0, 100, 14, 17
0, 31, 21, 3, 87, 35, 39, 66, 19, 19
0, 100, 25, 6, 90, 89, 35, 31, 21, 23
0, 61, 31, 1, 92, 92, 29, 100, 25, 30
0, 100, 32, 4, 88, 87, 27, 61, 31, 31
0, 65, 36, 1, 87, -1, 0, 100, 32, 35
0, 100, 37, 15, 87, -1, 0, 65, 36, 36
0, 65, 52, 1, 87, -1, 0, 100, 37, 51
0, 100, 53, 4, 87, -1, 0, 65, 52, 52
0, 57, 57, 1, 87, -1, 0, 100, 53, 56
0, 58, 58, 1, 87, -1, 0, 57, 57, 57
0, 62, 59, 1, 92, -1, 0, 58, 58, 58
0, 63, 60, 1, 68, -1, 0, 62, 59, 59
1, 100, 5, 6, 88, 67, 101, 63, 60, 60
0, 65, 11, 1, 87, -1, 0, 100, 5, 10
0, 100, 12, 9, 87, -1, 0, 65, 11, 11
0, 57, 21, 1, 87, -1, 0, 100, 12, 20
0, 100, 22, 6, 88, 84, 82, 57, 21, 21
0, 64, 28, 1, 84, -1, 0, 100, 22, 27
0, 51, 30, 1, 51, 87, 1, 64, 28, 28
0, 64, 31, 1, 84, -1, 0, 51, 30, 30
0, 100, 33, 4, 88, 87, 4, 64, 31, 31
0, 64, 37, 1, 84, -1, 0, 100, 33, 36
0, 51, 39, 1, 51, 87, 1, 64, 37, 37
0, 64, 40, 1, 84, -1, 0, 51, 39, 39
1, 100, 10, 4, 88, 87, 52, 64, 40, 40
0, 65, 14, 1, 87, -1, 0, 100, 10, 13
0, 100, 15, 3, 87, -1, 0, 65, 14, 14
0, 57, 18, 1, 87, -1, 0, 100, 15, 17
0, 100, 19, 6, 88, 84, 42, 57, 18, 18
0, 65, 25, 1, 87, -1, 0, 100, 19, 24
0, 100, 26, 6, 87, -1, 0, 65, 25, 25
0, 64, 32, 1, 84, -1, 0, 100, 26, 31
0, 100, 34, 4, 88, 87, 27, 64, 32, 32
0, 65, 38, 1, 87, -1, 0, 100, 34, 37
0, 100, 39, 15, 87, -1, 0, 65, 38, 38
0, 65, 54, 1, 87, -1, 0, 100, 39, 53
0, 100, 55, 4, 87, -1, 0, 65, 54, 54
0, 57, 59, 1, 87, -1, 0, 100, 55, 58
0, 58, 60, 1, 87, -1, 0, 57, 59, 59
0, 58, 61, 1, 87, -1, 0, 58, 60, 60
0, 58, 62, 1, 87, -1, 0, 58, 61, 61
0, 63, 63, 1, 70, -1, 0, 58, 62, 62
1, 100, 5, 6, 88, 67, 14, 63, 63, 63
0, 66, 12, 1, 87, -1, 0, 100, 5, 10
0, 100, 14, 4, 88, 87, 4, 66, 12, 12
0, 63, 18, 1, 70, -1, 0, 100, 14, 17
1, 60, 4, 1, 66, -1, 0, 63, 18, 18
1, 100, 4, 6, 88, 67, 31, 60, 4, 4
0, 61, 10, 1, 87, -1, 0, 100, 4, 9
0, 100, 11, 3, 88, 87, 9, 61, 10, 10
0, 65, 14, 1, 87, -1, 0, 100, 11, 13
0, 100, 15, 5, 87, -1, 0, 65, 14, 14
0, 62, 20, 1, 87, -1, 0, 100, 15, 19
0, 66, 22, 1, 87, -1, 0, 62, 20, 20
0, 100, 24, 10, 88, 87, 10, 66, 22, 22
0, 63, 34, 1, 70, -1, 0, 100, 24, 33
1, 60, 3, 1, 66, -1, 0, 63, 34, 34
1, 60, 2, 1, 66, -1, 0, 60, 3, 3
1, 100, 2, 6, 39, 67, 36, 60, 2, 2
0, 100, 9, 8, 34, 32, 28, 100, 2, 7
0, 66, 18, 1, 33, -1, 0, 100, 9, 16
0, 100, 20, 6, 88, 35, 17, 66, 18, 18
0, 61, 26, 1, 87, -1, 0, 100, 20, 25
0, 100, 27, 3, 88, 87, 9, 61, 26, 26
0, 65, 30, 1, 87, -1, 0, 100, 27, 29
0, 100, 31, 5, 87, -1, 0, 65, 30, 30
0, 62, 36, 1, 87, -1, 0, 100, 31, 35
0, 63, 37, 1, 68, -1, 0, 62, 36, 36
1, 22, 8, 2, 70, 67, 111, 63, 37, 37
0, 57, 11, 1, 83, 83, 24, 22, 8, 9
0, 100, 13, 8, 88, 87, 20, 57, 11, 11
0, 73, 21, 2, 87, -1, 0, 100, 13, 20
0, 100, 23, 10, 88, 87, 10, 73, 21, 22
0, 58, 34, 1, 83, -1, 0, 100, 23, 32
0, 59, 36, 1, 66, 70, 83, 58, 34, 34
1, 100, 3, 6, 88, 67, 26, 59, 36, 36
0, 61, 9, 1, 87, -1, 0, 100, 3, 8
0, 100, 10, 3, 88, 87, 9, 61, 9, 9
0, 65, 13, 1, 87, -1, 0, 100, 10, 12
0, 100, 14, 5, 87, -1, 0, 65, 13, 13
0, 62, 19, 1, 87, -1, 0, 100, 14, 18
0, 66, 21, 1, 87, -1, 0, 62, 19, 19
0, 100, 23, 5, 88, 87, 5, 66, 21, 21
0, 63, 28, 1, 70, -1, 0, 100, 23, 27
1, 36, 12, 6, 70, 67, 12, 63, 28, 28
0, 43, 19, 4, 88, 87, 4, 36, 12, 17
0, 63, 23, 1, 70, -1, 0, 43, 19, 22
1, 60, 8, 1, 66, -1, 0, 63, 23, 23
1, 100, 8, 13, 39, 67, 55, 60, 8, 8
0, 100, 22, 5, 34, 32, 40, 100, 8, 20
0, 66, 28, 1, 33, -1, 0, 100, 22, 26
0, 100, 30, 22, 88, 35, 32, 66, 28, 28
0, 57, 52, 1, 87, -1, 0, 100, 30, 51
0, 100, 53, 8, 88, 84, 8, 57, 52, 52
0, 58, 61, 1, 87, -1, 0, 100, 53, 60
0, 63, 62, 1, 68, -1, 0, 58, 61, 61
1, 100, 2, 6, 88, 67, 26, 63, 62, 62
0, 61, 8, 1, 87, -1, 0, 100, 2, 7
0, 100, 9, 3, 88, 87, 9, 61, 8, 8
0, 65, 12, 1, 87, -1, 0, 100, 9, 11
0, 100, 13, 5, 87, -1, 0, 65, 12, 12
0, 62, 18, 1, 87, -1, 0, 100, 13, 17
0, 66, 20, 1, 87, -1, 0, 62, 18, 18
0, 100, 22, 5, 88, 87, 5, 66, 20, 20
0, 63, 27, 1, 70, -1, 0, 100, 22, 26
1, 22, 8, 2, 70, 67, 422, 63, 27, 27
0, 57, 11, 1, 83, 83, 25, 22, 8, 9
0, 100, 13, 5, 88, 87, 21, 57, 11, 11
0, 26, 19, 10, 87, -1, 0, 100, 13, 17
0, 100, 30, 4, 39, 38, 4, 26, 19, 28
0, 58, 35, 1, 83, -1, 0, 100, 30, 33
0, 59, 37, 1, 66, 70, 109, 58, 35, 35
1, 100, 12, 5, 88, 67, 29, 59, 37, 37
0, 65, 17, 1, 87, -1, 0, 100, 12, 16
0, 100, 18, 6, 87, -1, 0, 65, 17, 17
0, 57, 24, 1, 87, -1, 0, 100, 18, 23
0, 57, 25, 1, 87, 84, 14, 57, 24, 24
0, 100, 26, 4, 39, 38, 7, 57, 25, 25
0, 68, 30, 1, 41, 41, 3, 100, 26, 29
0, 71, 31, 1, 42, 42, 1, 68, 30, 30
0, 67, 32, 1, 41, -1, 0, 71, 31, 31
0, 58, 33, 1, 87, -1, 0, 67, 32, 32
0, 100, 34, 5, 88, 87, 5, 58, 33, 33
0, 58, 39, 1, 87, -1, 0, 100, 34, 38
0, 63, 40, 1, 70, -1, 0, 58, 39, 39
1, 60, 8, 1, 66, -1, 0, 63, 40, 40
1, 15, 8, 4, 70, -1, 0, 60, 8, 8
0, 22, 13, 2, 70, 70, 270, 15, 8, 11
0, 57, 16, 1, 83, 83, 45, 22, 13, 14
0, 100, 18, 5, 88, 87, 41, 57, 16, 16
0, 76, 23, 2, 87, -1, 0, 100, 18, 22
0, 56, 25, 4, 51, 87, 4, 76, 23, 24
0, 77, 30, 2, 87, -1, 0, 56, 25, 28
0, 100, 33, 5, 88, 87, 26, 77, 30, 31
0, 65, 38, 1, 87, -1, 0, 100, 33, 37
0, 100, 39, 8, 87, -1, 0, 65, 38, 38
0, 57, 47, 1, 87, -1, 0, 100, 39, 46
0, 58, 48, 1, 87, -1, 0, 57, 47, 47
0, 65, 49, 1, 87, -1, 0, 58, 48, 48
0, 100, 50, 7, 87, -1, 0, 65, 49, 49
0, 57, 57, 1, 87, -1, 0, 100, 50, 56
0, 58, 58, 1, 87, -1, 0, 57, 57, 57
0, 58, 60, 1, 83, -1, 0, 58, 58, 58
0, 59, 62, 1, 66, 70, 166, 58, 60, 60
1, 22, 3, 2, 70, 67, 151, 59, 62, 62
0, 57, 6, 1, 83, 83, 27, 22, 3, 4
0, 100, 7, 5, 88, 87, 25, 57, 6, 6
0, 26, 13, 10, 87, -1, 0, 100, 7, 11
0, 100, 24, 6, 39, 38, 8, 26, 13, 22
